1	359
2	438
3	546
4	351
5	438
6	554
7	355
8	438
9	550
10	249
11	258
12	421
13	250
14	257
15	420
16	299
17	387
18	495
19	300
20	445
21	309
22	470
23	332
24	468
25	344
26	502
27	344
28	478
29	320
30	401
31	518
32	320
33	400
34	517
35	364
36	499
37	342
38	527
39	316
40	456
41	294
42	483
43	361
44	429
45	506
46	329
47	439
48	348
49	479
50	311
51	439
52	335
53	469
54	361
55	523
56	348
57	483
58	389
59	574
60	345
61	420
62	524
63	352
64	434
65	514
66	348
67	439
68	528
69	344
70	424
71	506
72	376
73	538
74	345
75	423
76	510
77	442
78	524
79	357
80	515
81	365
82	493
83	389
84	351
85	489
86	365
87	502
88	367
89	523
90	348
91	546
92	353
93	437
94	524
95	420
96	368
97	507
98	366
99	501
100	371
101	507
102	367
103	540
104	362
105	457
106	483
107	483
108	420
109	379
110	515
111	384
112	510
113	478
114	465
115	515
116	340
117	468
118	361
119	478
120	379
121	541
122	488
123	524
124	482
125	513
126	518
127	523
128	515
129	254
130	559
131	555
132	333
133	365
134	546
135	546
136	546
137	429
138	393
139	519
140	393
141	519
142	537
143	560
144	595
145	596
146	596
147	343
148	451
149	613
150	686
151	615
152	359
153	438
154	546
155	351
156	438
157	554
158	355
159	438
160	550
161	266
162	446
163	310
164	472
165	313
166	424
167	300
168	426
169	556
170	370
171	487
172	258
173	269
174	263
175	294
176	438
177	362
178	496
179	325
180	402
181	523
182	506
183	300
184	444
185	443
186	524
187	298
188	379
189	478
190	397
191	237
192	455
193	423
194	261
195	459
196	546
197	546
198	436
199	515
200	465
201	375
202	437
203	483
204	334
205	493
206	447
207	459
208	532
209	345
210	479
211	459
212	524
213	529
214	523
215	459
216	372
217	523
218	300
219	444
220	300
221	480
222	414
223	342
224	504
225	369
226	493
227	493
228	371
229	524
230	558
231	372
232	525
233	537
234	490
235	298
236	261
237	483
238	347
239	396
240	401
241	515
242	559
243	595
244	595
245	595
246	343
247	442
248	613
249	686
250	686
251	615
252	352
253	437
254	550
255	353
256	438
257	552
258	354
259	439
260	556
261	271
262	453
263	289
264	451
265	249
266	257
267	421
268	257
269	421
270	273
271	381
272	507
273	273
274	381
275	507
276	317
277	461
278	317
279	461
280	251
281	323
282	539
283	315
284	446
285	340
286	489
287	326
288	470
289	677
290	313
291	484
292	286
293	287
294	395
295	503
296	287
297	501
298	246
299	411
300	307
301	415
302	415
303	415
304	372
305	462
306	552
307	326
308	443
309	339
310	501
311	438
312	438
313	432
314	432
315	434
316	344
317	492
318	348
319	488
320	434
321	524
322	348
323	488
324	497
325	371
326	497
327	399
328	334
329	381
330	543
331	375
332	501
333	353
334	515
335	486
336	486
337	469
338	469
339	332
340	494
341	350
342	494
343	344
344	524
345	391
346	517
347	393
348	519
349	254
350	559
351	453
352	471
353	337
354	481
355	340
356	484
357	486
358	456
359	492
360	306
361	345
362	507
363	335
364	443
365	551
366	382
367	508
368	508
369	510
370	370
371	344
372	452
373	614
374	344
375	452
376	614
377	597
378	597
379	596
380	615
381	615
382	678
383	678
384	686
385	615
386	615
387	358
388	437
389	545
390	350
391	436
392	552
393	354
394	437
395	549
396	295
397	380
398	502
399	298
400	442
401	246
402	417
403	309
404	401
405	545
406	326
407	528
408	389
409	519
410	388
411	519
412	275
413	455
414	455
415	293
416	500
417	438
418	370
419	518
420	319
421	479
422	365
423	499
424	507
425	387
426	522
427	387
428	504
429	519
430	526
431	351
432	478
433	330
434	367
435	502
436	342
437	523
438	335
439	353
440	271
441	441
442	509
443	343
444	442
445	613
446	424
447	331
448	547
449	369
450	545
451	371
452	524
453	343
454	513
455	481
456	370
457	487
458	385
459	374
460	517
461	532
462	556
463	537
464	555
465	556
466	558
467	558
468	564
469	536
470	546
471	546
472	531
473	552
474	555
475	539
476	546
477	545
478	507
479	469
480	595
481	595
482	595
483	687
484	687
485	613
486	678
487	687
488	614
489	507
490	615
491	614
492	615
493	723
494	615
495	349
496	445
497	547
498	349
499	449
500	548
501	349
502	445
503	549
504	302
505	452
506	320
507	406
508	515
509	326
510	475
511	357
512	520
513	357
514	520
515	357
516	520
517	335
518	511
519	311
520	394
521	503
522	338
523	520
524	324
525	425
526	528
527	353
528	455
529	369
530	531
531	474
532	347
533	438
534	527
535	339
536	418
537	521
538	492
539	491
540	352
541	415
542	514
543	308
544	398
545	501
546	326
547	505
548	326
549	506
550	487
551	335
552	388
553	531
554	357
555	505
556	488
557	365
558	500
559	387
560	512
561	514
562	346
563	508
564	391
565	517
566	433
567	583
568	369
569	499
570	371
571	533
572	344
573	496
574	334
575	424
576	514
577	335
578	407
579	514
580	347
581	498
582	348
583	428
584	554
585	376
586	502
587	458
588	357
589	519
590	337
591	491
592	375
593	506
594	496
595	361
596	499
597	347
598	512
599	344
600	470
601	542
602	321
603	438
604	537
605	374
606	509
607	321
608	407
609	542
610	362
611	443
612	560
613	349
614	511
615	510
616	348
617	520
618	496
619	388
620	532
621	511
622	346
623	508
624	380
625	515
626	514
627	389
628	532
629	406
630	532
631	508
632	509
633	343
634	451
635	613
636	397
637	568
638	595
639	595
640	595
641	595
642	595
643	687
644	687
645	613
646	668
647	595
648	614
649	613
10001	615
10002	615
10003	614
10004	455
10005	455
10006	613
10007	687
10008	541
10009	541
10010	541
10011	541
10012	541
10013	453
10014	453
10015	453
10016	487
10017	559
10018	614
