1	15
1	22
1	33
1	34
1	36
1	38
1	45
1	72
1	73
1	74
1	75
1	76
1	77
1	79
1	92
1	99
1	102
1	104
1	115
1	117
1	156
1	164
1	13
1	29
1	80
1	111
1	113
1	130
1	148
1	173
1	174
1	182
1	189
1	202
1	203
1	204
1	207
1	210
1	213
1	214
1	216
1	218
1	219
1	230
1	235
1	237
1	241
1	70
1	188
1	249
1	263
1	290
1	320
1	331
1	345
1	133
1	267
1	275
1	282
1	81
1	124
1	20
2	14
2	15
2	22
2	33
2	34
2	36
2	38
2	45
2	72
2	73
2	74
2	75
2	76
2	77
2	79
2	92
2	99
2	102
2	104
2	115
2	117
2	156
2	164
2	29
2	111
2	148
2	173
2	174
2	182
2	189
2	202
2	203
2	207
2	210
2	213
2	214
2	216
2	218
2	230
2	235
2	237
2	241
2	70
2	188
2	249
2	263
2	290
2	331
2	282
2	81
2	113
2	219
2	20
2	267
3	14
3	15
3	22
3	33
3	34
3	36
3	38
3	45
3	63
3	72
3	73
3	74
3	75
3	76
3	77
3	79
3	92
3	99
3	102
3	104
3	115
3	117
3	156
3	164
3	29
3	46
3	111
3	148
3	173
3	174
3	182
3	189
3	202
3	203
3	207
3	210
3	213
3	214
3	216
3	218
3	230
3	235
3	237
3	241
3	70
3	89
3	188
3	249
3	263
3	290
3	331
3	338
3	80
3	200
3	282
3	81
3	335
3	113
3	219
3	20
3	267
4	5
4	10
4	14
4	15
4	25
4	34
4	36
4	38
4	43
4	45
4	52
4	53
4	66
4	68
4	69
4	70
4	82
4	83
4	91
4	92
4	99
4	102
4	104
4	115
4	117
4	126
4	129
4	130
4	156
4	163
4	164
4	7
4	29
4	44
4	108
4	111
4	157
4	173
4	174
4	182
4	184
4	187
4	189
4	200
4	203
4	207
4	210
4	213
4	214
4	216
4	218
4	223
4	225
4	231
4	237
4	241
4	246
4	249
4	251
4	263
4	264
4	280
4	290
4	315
4	332
4	337
4	349
4	232
4	242
4	261
4	317
4	9
4	257
4	314
5	5
5	10
5	14
5	15
5	25
5	34
5	36
5	38
5	43
5	45
5	52
5	53
5	66
5	68
5	69
5	70
5	82
5	83
5	91
5	92
5	99
5	102
5	104
5	115
5	117
5	126
5	129
5	130
5	156
5	163
5	164
5	7
5	29
5	108
5	111
5	173
5	174
5	182
5	184
5	189
5	203
5	207
5	210
5	213
5	214
5	216
5	218
5	223
5	225
5	231
5	237
5	241
5	249
5	263
5	264
5	280
5	290
5	315
5	332
5	337
5	157
5	232
5	261
5	317
5	9
5	257
5	200
6	5
6	10
6	14
6	15
6	25
6	34
6	36
6	38
6	43
6	45
6	52
6	53
6	63
6	66
6	68
6	69
6	70
6	82
6	83
6	89
6	90
6	91
6	92
6	99
6	102
6	104
6	115
6	117
6	126
6	129
6	130
6	156
6	163
6	164
6	19
6	7
6	17
6	29
6	46
6	108
6	111
6	173
6	174
6	182
6	184
6	189
6	201
6	203
6	207
6	210
6	211
6	213
6	214
6	216
6	218
6	223
6	225
6	231
6	237
6	241
6	249
6	263
6	264
6	280
6	290
6	315
6	332
6	337
6	157
6	232
6	257
6	307
6	76
6	261
6	317
6	9
6	200
6	239
6	314
7	5
7	25
7	33
7	34
7	36
7	38
7	39
7	44
7	55
7	56
7	57
7	58
7	59
7	61
7	66
7	68
7	69
7	70
7	91
7	92
7	99
7	102
7	104
7	110
7	115
7	117
7	130
7	145
7	156
7	164
7	8
7	29
7	54
7	93
7	111
7	114
7	127
7	173
7	174
7	175
7	182
7	189
7	193
7	196
7	203
7	205
7	207
7	213
7	214
7	216
7	218
7	223
7	229
7	231
7	237
7	240
7	243
7	249
7	250
7	258
7	263
7	264
7	280
7	281
7	287
7	290
7	291
7	300
7	352
7	252
7	317
7	330
7	334
7	323
8	5
8	25
8	33
8	34
8	36
8	38
8	39
8	44
8	55
8	56
8	57
8	58
8	59
8	61
8	66
8	68
8	69
8	70
8	91
8	92
8	99
8	102
8	104
8	110
8	115
8	117
8	130
8	145
8	156
8	164
8	8
8	29
8	111
8	127
8	173
8	174
8	182
8	189
8	196
8	203
8	205
8	207
8	213
8	214
8	216
8	218
8	223
8	229
8	231
8	237
8	240
8	249
8	250
8	258
8	263
8	264
8	280
8	290
8	291
8	352
8	317
8	334
9	5
9	25
9	33
9	34
9	36
9	38
9	39
9	44
9	55
9	56
9	57
9	58
9	59
9	61
9	63
9	66
9	68
9	69
9	70
9	89
9	90
9	91
9	92
9	99
9	102
9	104
9	110
9	115
9	117
9	130
9	145
9	156
9	164
9	8
9	29
9	46
9	111
9	127
9	173
9	174
9	182
9	189
9	196
9	203
9	205
9	207
9	213
9	214
9	216
9	218
9	223
9	229
9	231
9	237
9	240
9	249
9	250
9	258
9	263
9	264
9	280
9	290
9	291
9	352
9	308
9	157
9	317
9	200
9	324
9	334
10	33
10	81
10	173
11	106
11	334
11	81
12	13
12	18
12	36
12	38
12	48
12	60
12	63
12	72
12	76
12	77
12	78
12	79
12	92
12	93
12	94
12	99
12	100
12	102
12	104
12	115
12	117
12	129
12	149
12	156
12	164
12	16
12	148
12	171
12	173
12	174
12	182
12	202
12	203
12	207
12	213
12	214
12	216
12	218
12	219
12	230
12	237
12	241
12	168
12	240
12	247
12	263
12	285
12	290
12	318
12	332
12	138
12	244
12	239
12	314
12	324
12	81
13	40
13	81
14	106
14	334
14	81
15	14
15	15
15	31
15	36
15	38
15	41
15	42
15	63
15	72
15	92
15	97
15	99
15	102
15	104
15	115
15	116
15	117
15	129
15	130
15	156
15	164
15	173
15	174
15	182
15	188
15	202
15	203
15	207
15	210
15	213
15	214
15	216
15	218
15	228
15	230
15	237
15	241
15	76
15	168
15	249
15	263
15	280
15	283
15	290
15	332
15	148
15	206
15	318
15	282
15	314
15	81
16	13
16	16
16	17
16	18
16	19
16	28
16	36
16	38
16	92
16	97
16	98
16	99
16	102
16	104
16	115
16	117
16	119
16	129
16	143
16	156
16	164
16	33
16	168
16	173
16	174
16	182
16	185
16	189
16	193
16	197
16	203
16	207
16	211
16	213
16	214
16	216
16	218
16	228
16	237
16	241
16	240
16	263
16	290
16	297
16	314
16	332
16	239
16	253
16	257
17	13
17	16
17	17
17	18
17	19
17	28
17	36
17	38
17	92
17	97
17	98
17	99
17	102
17	104
17	115
17	117
17	119
17	129
17	143
17	156
17	164
17	33
17	168
17	173
17	174
17	182
17	189
17	197
17	203
17	207
17	211
17	213
17	214
17	216
17	218
17	237
17	241
17	240
17	263
17	290
17	297
17	332
17	239
17	253
17	257
17	314
18	13
18	16
18	17
18	18
18	19
18	28
18	36
18	38
18	63
18	92
18	97
18	98
18	99
18	102
18	104
18	115
18	117
18	119
18	129
18	143
18	156
18	164
18	33
18	168
18	173
18	174
18	182
18	189
18	197
18	203
18	207
18	211
18	213
18	214
18	216
18	218
18	237
18	241
18	240
18	263
18	290
18	297
18	332
18	239
18	253
18	257
18	314
19	33
19	34
19	36
19	38
19	39
19	55
19	59
19	61
19	85
19	87
19	91
19	92
19	98
19	99
19	102
19	104
19	116
19	117
19	129
19	130
19	156
19	158
19	162
19	164
19	29
19	44
19	68
19	103
19	111
19	154
19	168
19	172
19	173
19	174
19	179
19	182
19	189
19	196
19	203
19	207
19	213
19	214
19	216
19	218
19	228
19	231
19	237
19	241
19	247
19	249
19	15
19	58
19	240
19	253
19	263
19	269
19	283
19	290
19	351
19	86
19	242
19	279
19	343
20	33
20	34
20	36
20	38
20	39
20	55
20	58
20	59
20	61
20	63
20	85
20	87
20	91
20	92
20	98
20	99
20	102
20	104
20	116
20	117
20	129
20	130
20	156
20	158
20	162
20	164
20	15
20	29
20	46
20	70
20	111
20	168
