1	63
2	65
3	42
4	44
5	70
6	60
7	73
8	73
9	73
10	63
11	68
12	13
13	74
14	4
15	64
16	63
17	71
18	4
19	77
20	44
21	66
22	63
23	70
24	58
25	79
26	80
27	61
28	43
29	71
30	71
31	44
32	13
33	67
34	77
35	46
36	74
37	90
38	91
39	46
40	53
41	54
42	52
43	46
44	69
45	48
46	4
47	25
48	26
49	40
50	44
51	62
52	61
53	79
54	6
55	61
56	77
57	79
58	78
59	73
60	70
61	70
62	70
63	97
64	61
65	76
66	69
67	44
68	44
69	44
70	75
71	53
72	59
73	38
74	4
75	65
76	90
77	37
78	36
79	33
80	90
81	46
82	42
83	51
84	62
85	79
86	44
87	74
88	59
89	82
90	13
91	74
92	38
93	65
94	78
95	28
96	8
97	6
98	62
99	52
100	4
101	43
102	2
103	42
104	3
105	2
106	6
107	2
108	44
109	42
110	8
111	8
112	4
113	6
114	6
115	4
116	6
117	2
118	2
119	4
120	121
121	72
122	58
123	44
124	70
125	64
126	79
127	75
128	51
129	28
130	94
131	51
132	51
133	4
134	35
135	2
136	90
137	46
138	83
139	44
140	44
141	51
142	32
143	93
144	2
145	62
146	70
147	43
148	44
149	43
150	8
151	4
152	78
153	141
154	42
155	58
156	2
157	68
158	71
159	6
160	6
161	74
162	38
163	72
164	2
165	20
166	0
167	42
168	69
169	2
170	1
171	43
172	69
173	63
174	2
175	43
176	6
177	79
178	48
179	43
180	42
181	61
182	2
183	62
184	42
185	28
186	32
187	2
188	78
189	50
190	62
191	4
192	69
193	8
194	1
195	1
196	63
197	1
198	48
199	1
200	90
201	2
202	72
203	2
204	44
205	52
206	64
207	39
208	2
209	70
210	58
211	69
212	1
213	43
214	2
215	1
216	44
217	39
218	44
219	5
220	4
221	79
222	46
223	61
224	84
225	68
226	8
227	41
228	60
229	56
230	44
231	73
232	65
233	30
234	1
235	1
236	1
237	67
238	73
239	60
240	1
241	1
242	75
243	44
244	2
245	73
246	65
247	75
248	90
249	59
250	51
251	42
252	58
253	78
254	4
255	42
256	2
257	76
258	2
259	43
260	43
261	37
262	42
263	72
264	104
265	70
266	4
267	4
268	4
269	44
270	4
271	42
272	2
273	2
274	4
275	4
276	89
277	3
278	2
279	66
280	73
281	2
282	71
283	41
284	101
285	2
286	2
287	4
288	1
289	2
290	72
291	74
292	50
293	4
294	4
295	69
296	69
297	43
298	44
299	72
300	3
301	52
302	67
303	2
304	78
305	63
306	70
307	97
308	97
309	74
310	55
311	62
312	1
313	44
314	67
315	89
316	8
317	65
318	65
319	42
320	25
321	44
322	4
323	101
324	73
325	28
326	76
327	73
328	51
329	13
330	72
331	56
332	28
333	56
334	3
335	1
336	8
337	75
338	97
339	4
340	69
341	63
342	65
343	69
344	91
345	28
346	3
347	4
348	79
349	4
350	48
351	28
352	68
353	97
354	93
